,brand-model,1st sm,1st share,2nd sm,2nd share,3rd sm,3rd share,4th sm,4th share,5th sm,5th share,image_url
220,peskoe/半球-HB-K805,手持,23.64%,小容量,22.23%,婴儿辅食,22.1%,全自动,17.47%,智能,14.56%,http://img.alicdn.com/imgextra/i3/1900694845/TB1MhoxsNGYBuNjy0FnXXX5lpXa_!!0-item_pic.jpg
221,peskoe/半球-HB-K808,智能,32.23%,婴儿辅食,21.91%,手持,18.9%,小容量,17.83%,全自动,9.13%,http://img.alicdn.com/imgextra/i3/1900694845/TB27fRlrpOWBuNjy0FiXXXFxVXa_!!1900694845-0-item_pic.jpg
222,philips/飞利浦-HR1604,智能,24.43%,婴儿辅食,23.03%,手持,20.36%,小容量,19.45%,全自动,12.73%,http://img.alicdn.com/imgextra/i3/2114696912/TB2GRIXl2iSBuNkSnhJXXbDcpXa_!!2114696912.jpg
223,philips/飞利浦-HR1608/03,智能,29.04%,婴儿辅食,22.75%,手持,19.2%,小容量,18.35%,全自动,10.66%,http://img.alicdn.com/imgextra/i3/TB1RGXFJXXXXXX7aXXXXXXXXXXX_!!0-item_pic.jpg
224,philips/飞利浦-HR1609,婴儿辅食,23.12%,手持,21.01%,智能,20.82%,小容量,20.4%,全自动,14.66%,http://img.alicdn.com/imgextra/i1/585745363/TB1Y.q2qL1TBuNjy0FjXXajyXXa_!!0-item_pic.jpg
225,philips/飞利浦-HR1626,智能,25.59%,婴儿辅食,23.0%,手持,19.9%,小容量,19.28%,全自动,12.23%,http://img.alicdn.com/imgextra/i3/92686194/TB1pdfstVGWBuNjy0FbXXb4sXXa_!!0-item_pic.jpg
226,philips/飞利浦-HR1672,智能,25.03%,婴儿辅食,22.52%,手持,20.12%,小容量,19.79%,全自动,12.54%,http://img.alicdn.com/imgextra/i2/585745363/TB1rlUEh0rJ8KJjSspaXXXuKpXa_!!0-item_pic.jpg
227,philips/飞利浦-HR1673,婴儿辅食,22.87%,智能,22.48%,小容量,20.6%,手持,20.1%,全自动,13.96%,http://img.alicdn.com/imgextra/i2/2884711927/TB1CSXNg2ImBKNjSZFlXXc43FXa_!!0-item_pic.jpg
228,philips/飞利浦-HR2056,智能,27.59%,婴儿辅食,22.79%,手持,19.94%,小容量,18.53%,全自动,11.14%,http://img.alicdn.com/imgextra/i2/108356190/TB24Z15jJhvOuFjSZFBXXcZgFXa_!!108356190.jpg
229,philips/飞利浦-HR2056/00,智能,24.72%,婴儿辅食,22.98%,手持,20.34%,小容量,19.29%,全自动,12.67%,http://img.alicdn.com/imgextra/i1/59777114/TB2O50qXmKI.eBjy1zcXXXIOpXa_!!59777114.jpg
230,philips/飞利浦-HR2062,智能,30.58%,婴儿辅食,22.34%,手持,19.34%,小容量,17.86%,全自动,9.89%,http://img.alicdn.com/imgextra/i1/257594929/TB2IQkyaXHzQeBjSZFpXXXm1XXa_!!257594929.jpg
231,philips/飞利浦-HR2100,智能,33.13%,婴儿辅食,22.21%,手持,18.51%,小容量,17.67%,全自动,8.49%,http://img.alicdn.com/imgextra/i1/585745363/TB22RwvtAOWBuNjSsppXXXPgpXa_!!585745363-0-item_pic.jpg
232,philips/飞利浦-HR2100/40,智能,30.66%,婴儿辅食,22.17%,手持,19.15%,小容量,18.2%,全自动,9.82%,http://img.alicdn.com/imgextra/i3/1092019494/TB2evMNoACWBuNjy0FaXXXUlXXa_!!1092019494.jpg
233,philips/飞利浦-HR2166,婴儿辅食,22.94%,手持,21.02%,小容量,20.75%,智能,20.62%,全自动,14.67%,http://img.alicdn.com/imgextra/i3/585745363/TB1mEx0dWQoBKNjSZJnXXaw9VXa_!!0-item_pic.jpg
234,philips/飞利浦-HR3653,智能,27.25%,婴儿辅食,22.59%,手持,19.9%,小容量,18.83%,全自动,11.43%,http://img.alicdn.com/imgextra/i3/22932360/TB2oJp5gSfD8KJjSszhXXbIJFXa_!!22932360.jpg
235,philips/飞利浦-hr2101,婴儿辅食,23.37%,手持,21.25%,小容量,20.91%,智能,19.08%,全自动,15.39%,http://img.alicdn.com/imgextra/i1/725490877/TB25OygdiQnBKNjSZFmXXcApVXa_!!725490877.jpg
236,philips/飞利浦-hr2872,婴儿辅食,23.18%,智能,21.97%,手持,20.81%,小容量,20.19%,全自动,13.84%,http://img.alicdn.com/imgextra/i4/725490877/TB22O_4pDJYBeNjy1zeXXahzVXa_!!725490877.jpg
237,philips/飞利浦-hr2874,智能,26.38%,婴儿辅食,22.68%,手持,19.87%,小容量,19.21%,全自动,11.85%,http://img.alicdn.com/imgextra/i3/352515099/TB2RF1ufTdYBeNkSmLyXXXfnVXa_!!352515099-0-item_pic.jpg
238,ranbem/瑞本-767S,全自动,27.77%,婴儿辅食,24.48%,手持,22.62%,小容量,21.66%,智能,3.46%,http://img.alicdn.com/imgextra/i3/1691479555/TB2T6sJA7qvpuFjSZFhXXaOgXXa_!!1691479555.jpg
239,ranbem/瑞本-768B,全自动,25.42%,婴儿辅食,24.02%,小容量,22.8%,手持,20.06%,智能,7.7%,http://img.alicdn.com/imgextra/i2/1691479555/TB22T7ic1uSBuNjSsziXXbq8pXa_!!1691479555.jpg
240,ranbem/瑞本-775,婴儿辅食,24.0%,小容量,22.88%,全自动,22.07%,手持,20.99%,智能,10.06%,http://img.alicdn.com/imgextra/i1/2771635964/TB2VdSqpuOSBuNjy0FdXXbDnVXa_!!2771635964.jpg
241,ranbem/瑞本-RBM-728,智能,48.43%,婴儿辅食,26.36%,小容量,12.31%,手持,10.43%,全自动,2.46%,http://img.alicdn.com/imgextra/i2/2771635964/TB2Pk.OkmYH8KJjSspdXXcRgVXa_!!2771635964.jpg
242,ranbem/瑞本-RBM-768B,手持,22.43%,智能,22.42%,婴儿辅食,22.35%,小容量,21.87%,全自动,10.93%,http://img.alicdn.com/imgextra/i3/2771635964/TB2e66CklcHL1JjSZJiXXcKcpXa_!!2771635964.jpg
243,ranbem/瑞本-RBM-775,全自动,25.51%,婴儿辅食,22.76%,小容量,20.69%,手持,19.69%,智能,11.36%,http://img.alicdn.com/imgextra/i3/1691479555/TB2sLxYkaSWBuNjSsrbXXa0mVXa_!!1691479555.jpg
244,recolte/丽克特-RCP-2,智能,28.41%,婴儿辅食,22.59%,手持,19.57%,小容量,18.46%,全自动,10.96%,http://img.alicdn.com/imgextra/i4/3560222287/TB2yEwOuk9WBuNjSspeXXaz5VXa_!!3560222287.jpg
245,robot-coupe/罗伯特.库伯-MICROMIX,智能,29.5%,婴儿辅食,22.44%,手持,19.23%,小容量,18.25%,全自动,10.58%,http://img.alicdn.com/imgextra/i1/82359668/TB2VgVqeFmWBuNjSspdXXbugXXa_!!82359668.jpg
246,rosenstein&sohne-NC2406,智能,27.42%,婴儿辅食,22.18%,手持,19.64%,小容量,19.15%,全自动,11.59%,http://img.alicdn.com/imgextra/i3/2891692197/TB1yo1Ek8mWBuNkSndVXXcsApXa_!!0-item_pic.jpg
247,royalstar/荣事达-RS-JR20E,智能,23.83%,婴儿辅食,22.7%,手持,20.48%,小容量,19.99%,全自动,12.99%,http://img.alicdn.com/imgextra/i4/1749513003/TB2YPrFpCtYBeNjSspkXXbU8VXa_!!1749513003.jpg
248,royalstar/荣事达-RZ-1018C1,智能,34.04%,婴儿辅食,21.99%,手持,18.37%,小容量,17.42%,全自动,8.18%,http://img.alicdn.com/imgextra/i2/3055986482/TB2tcdThSBYBeNjy0FeXXbnmFXa_!!3055986482.jpg
249,royalstar/荣事达-RZ-283,婴儿辅食,22.86%,智能,22.3%,手持,20.9%,小容量,20.22%,全自动,13.73%,http://img.alicdn.com/imgextra/i1/261351536/TB22gnvkiCYBuNkSnaVXXcMsVXa_!!261351536.jpg
250,royalstar/荣事达-RZ-378H,智能,25.71%,婴儿辅食,22.75%,手持,19.93%,小容量,19.26%,全自动,12.35%,http://img.alicdn.com/imgextra/i3/866308259/TB2Uhs2dDlYBeNjSszcXXbwhFXa_!!866308259.jpg
251,royalstar/荣事达-RZ-505,智能,29.37%,婴儿辅食,22.32%,手持,19.17%,小容量,18.72%,全自动,10.42%,http://img.alicdn.com/imgextra/i3/3235139028/TB2.ttqc8LN8KJjSZFpXXbZaVXa_!!3235139028.jpg
252,royalstar/荣事达-RZ-708H,智能,32.32%,婴儿辅食,22.23%,手持,19.02%,小容量,17.47%,全自动,8.95%,http://img.alicdn.com/imgextra/i2/TB1bp1EPXXXXXbRaXXXXXXXXXXX_!!0-item_pic.jpg
253,royalstar/荣事达-RZ-8001,智能,33.88%,婴儿辅食,22.05%,手持,18.45%,小容量,17.54%,全自动,8.09%,http://img.alicdn.com/imgextra/i2/3235139028/TB2f5gntY1YBuNjSszeXXablFXa_!!3235139028.jpg
254,royalstar/荣事达-RZ-8012,智能,32.75%,婴儿辅食,22.11%,手持,18.62%,小容量,17.81%,全自动,8.71%,http://img.alicdn.com/imgextra/i3/3235139028/TB2V8Z5XcyYBuNkSnfoXXcWgVXa_!!3235139028.jpg
255,savtm/狮威特-BR11A,智能,32.23%,婴儿辅食,21.91%,手持,18.9%,小容量,17.83%,全自动,9.13%,http://img.alicdn.com/imgextra/i2/2966639728/TB27zGbgx6I8KJjy0FgXXXXzVXa_!!2966639728.jpg
256,severin-SM3710,婴儿辅食,22.88%,智能,21.63%,手持,20.73%,小容量,20.51%,全自动,14.25%,http://img.alicdn.com/imgextra/i3/2774585787/TB21mPWmcyYBuNkSnfoXXcWgVXa_!!2774585787-0-item_pic.jpg
257,severin-SM3739,智能,25.01%,婴儿辅食,22.96%,手持,19.87%,小容量,19.52%,全自动,12.64%,http://img.alicdn.com/imgextra/i2/2774585787/TB2jMdVk3KTBuNkSne1XXaJoXXa_!!2774585787-0-item_pic.jpg
258,shield king/盾皇-DK-777,智能,32.3%,婴儿辅食,22.03%,手持,18.57%,小容量,17.87%,全自动,9.23%,http://img.alicdn.com/imgextra/i4/2929807433/TB27NklouuSBuNjSsplXXbe8pXa_!!2929807433.jpg
259,skg-1260C,智能,31.29%,婴儿辅食,21.86%,手持,19.45%,小容量,17.75%,全自动,9.65%,http://img.alicdn.com/imgextra/i1/3022252849/TB1bSspngmTBuNjy1XbXXaMrVXa_!!0-item_pic.jpg
260,skg-1290,智能,30.1%,婴儿辅食,22.01%,手持,19.27%,小容量,18.46%,全自动,10.16%,http://img.alicdn.com/imgextra/i1/370258736/TB21rmXn4SYBuNjSsphXXbGvVXa_!!370258736-0-item_pic.jpg
261,skg-1293,智能,25.34%,婴儿辅食,23.01%,手持,19.83%,小容量,19.31%,全自动,12.5%,http://img.alicdn.com/imgextra/i2/786621631/TB2AFeHuf9TBuNjy1zbXXXpepXa_!!786621631.jpg
262,smeg-SMF 01,智能,24.07%,婴儿辅食,22.69%,小容量,20.26%,手持,19.81%,全自动,13.16%,http://img.alicdn.com/imgextra/i3/2080867528/TB2j5FHuAyWBuNjy0FpXXassXXa_!!2080867528.jpg
263,stelang/雪特朗-ST-301A,智能,31.74%,婴儿辅食,22.25%,手持,18.77%,小容量,18.02%,全自动,9.23%,http://img.alicdn.com/imgextra/i2/844210459/TB1WVAfo3vD8KJjy0FlXXagBFXa_!!0-item_pic.jpg
264,supor/苏泊尔-BV501-300,智能,23.37%,婴儿辅食,22.98%,手持,20.53%,小容量,19.66%,全自动,13.46%,http://img.alicdn.com/imgextra/i4/160586276/TB2SbtrsY1YBuNjSszeXXablFXa_!!160586276-0-item_pic.jpg
265,supor/苏泊尔-JG32D-300,智能,25.23%,婴儿辅食,22.65%,手持,20.18%,小容量,19.42%,全自动,12.51%,http://img.alicdn.com/imgextra/i4/2851445614/TB14BppcpLM8KJjSZFBXXXJHVXa_!!0-item_pic.jpg
266,supor/苏泊尔-JM10-150,婴儿辅食,23.19%,手持,21.4%,小容量,21.21%,智能,18.81%,全自动,15.38%,http://img.alicdn.com/imgextra/i2/356409596/TB2S8VBm26H8KJjy0FjXXaXepXa_!!356409596.jpg
267,supor/苏泊尔-JP05D-1300,智能,34.96%,手持,23.47%,婴儿辅食,19.88%,小容量,18.55%,全自动,3.15%,http://img.alicdn.com/imgextra/i2/2820265280/TB2HjTPccbI8KJjy1zdXXbe1VXa_!!2820265280.jpg
268,supor/苏泊尔-JP06D-1300,智能,29.07%,婴儿辅食,22.5%,手持,19.42%,小容量,18.36%,全自动,10.65%,http://img.alicdn.com/imgextra/i3/3252524081/TB2Ows_huOSBuNjy0FdXXbDnVXa_!!3252524081.jpg
269,supor/苏泊尔-JP08P,智能,35.46%,婴儿辅食,21.01%,手持,20.23%,小容量,18.7%,全自动,4.59%,http://img.alicdn.com/imgextra/i4/2453844259/TB2QC9cqmBYBeNjy0FeXXbnmFXa_!!2453844259.jpg
270,supor/苏泊尔-JP08P-1300,智能,31.95%,婴儿辅食,21.76%,手持,19.14%,小容量,17.99%,全自动,9.15%,http://img.alicdn.com/imgextra/i2/3252524081/TB2ykgLppOWBuNjy0FiXXXFxVXa_!!3252524081.jpg
271,supor/苏泊尔-JP10DA-1300,智能,31.73%,婴儿辅食,22.02%,手持,18.92%,小容量,17.96%,全自动,9.37%,http://img.alicdn.com/imgextra/i3/405125123/TB2ufH.aQfb_uJkHFCcXXXagFXa_!!405125123.jpg
272,supor/苏泊尔-JP12D-800,智能,30.39%,婴儿辅食,22.09%,手持,19.16%,小容量,18.32%,全自动,10.04%,http://img.alicdn.com/imgextra/i2/2820265280/TB28AiceCcqBKNjSZFgXXX_kXXa_!!2820265280.jpg
273,supor/苏泊尔-JP13D-800,智能,31.0%,手持,22.23%,小容量,21.65%,婴儿辅食,20.24%,全自动,4.88%,http://img.alicdn.com/imgextra/i4/2820265280/TB2FVGzoCBYBeNjy0FeXXbnmFXa_!!2820265280.jpg
274,supor/苏泊尔-JP23D-1100,智能,29.35%,婴儿辅食,22.25%,手持,18.09%,小容量,16.77%,全自动,13.53%,http://img.alicdn.com/imgextra/i1/411927857/TB2ewycgYGYBuNjy0FoXXciBFXa_!!411927857.jpg
275,supor/苏泊尔-JP37V-1300,智能,31.35%,婴儿辅食,21.84%,手持,19.05%,小容量,18.12%,全自动,9.64%,http://img.alicdn.com/imgextra/i4/2820265280/TB2zlFdoQSWBuNjSszdXXbeSpXa_!!2820265280.jpg
276,supor/苏泊尔-JS36D-300,智能,33.51%,婴儿辅食,21.85%,手持,18.67%,小容量,17.46%,全自动,8.51%,http://img.alicdn.com/imgextra/i2/671727473/TB2_BIhoxGYBuNjy0FnXXX5lpXa_!!671727473-0-item_pic.jpg
277,supor/苏泊尔-JS39D-250,婴儿辅食,27.23%,小容量,20.37%,手持,20.27%,全自动,19.33%,智能,12.79%,http://img.alicdn.com/imgextra/i1/925713709/TB2iC2cur9YBuNjy0FgXXcxcXXa_!!925713709-0-item_pic.jpg
278,supor/苏泊尔-SJ609B-300,智能,29.34%,婴儿辅食,24.23%,小容量,18.12%,手持,17.84%,全自动,10.48%,http://img.alicdn.com/imgextra/i3/2065839946/TB1x1X3uAyWBuNjy0FpXXassXXa_!!0-item_pic.jpg
279,supor/苏泊尔-TJE08A-250,全自动,30.0%,小容量,23.02%,婴儿辅食,22.5%,手持,19.65%,智能,4.84%,http://img.alicdn.com/imgextra/i4/2334786851/TB20zvhtXuWBuNjSszbXXcS7FXa_!!2334786851.jpg
280,teables/泰博斯-SY-1,智能,42.62%,婴儿辅食,19.78%,手持,16.43%,小容量,12.8%,全自动,8.37%,http://img.alicdn.com/imgextra/i4/2362774629/TB2TX1OpFuWBuNjSszbXXcS7FXa_!!2362774629.jpg
281,tescom-TMV1500,智能,48.65%,手持,19.67%,小容量,14.83%,婴儿辅食,10.3%,全自动,6.54%,http://img.alicdn.com/imgextra/i2/1873147866/TB2IFLajN6I8KJjy0FgXXXXzVXa_!!1873147866.jpg
282,tescom-TMV1550,智能,33.74%,手持,21.2%,婴儿辅食,20.54%,小容量,19.22%,全自动,5.3%,http://img.alicdn.com/imgextra/i1/3083413868/TB2ho4DuL9TBuNjy0FcXXbeiFXa_!!3083413868-0-item_pic.jpg
283,topkitch-MS-1,智能,23.86%,婴儿辅食,23.07%,手持,20.36%,小容量,19.7%,全自动,13.02%,http://img.alicdn.com/imgextra/i1/781321328/TB2tRcugxHI8KJjy1zbXXaxdpXa_!!781321328.jpg
284,toplife/好生活-TL-7233DP,智能,32.13%,婴儿辅食,21.78%,手持,18.94%,小容量,17.92%,全自动,9.23%,http://img.alicdn.com/imgextra/i1/2094287219/TB2U1yamXuWBuNjSspnXXX1NVXa_!!2094287219.jpg
285,toplife/好生活-TL-783B,智能,33.87%,婴儿辅食,21.75%,手持,18.83%,小容量,16.86%,全自动,8.69%,http://img.alicdn.com/imgextra/i4/2094287219/TB2LACOlStYBeNjSspaXXaOOFXa_!!2094287219.jpg
286,ukoeo-PR6,智能,31.56%,婴儿辅食,21.92%,手持,19.04%,小容量,18.0%,全自动,9.47%,http://img.alicdn.com/imgextra/i3/1761216492/TB1R8V9pA9WBuNjSspeXXaz5VXa_!!0-item_pic.jpg
287,ukoeo-PR9,智能,28.15%,婴儿辅食,22.34%,手持,19.63%,小容量,18.77%,全自动,11.11%,http://img.alicdn.com/imgextra/i4/3243326368/TB2zQOSauUXBuNjt_XBXXXeDXXa_!!3243326368.jpg
288,viomi/云米-YM-BH01,智能,39.68%,婴儿辅食,20.89%,手持,18.96%,小容量,17.85%,全自动,2.61%,http://img.alicdn.com/imgextra/i3/2984235367/TB2_OTweOAnBKNjSZFvXXaTKXXa_!!2984235367.jpg
289,westinghouse/西屋-A1,智能,35.47%,婴儿辅食,21.53%,手持,18.61%,小容量,16.57%,全自动,7.81%,http://img.alicdn.com/imgextra/i2/2781968334/TB2RAwXubSYBuNjSspiXXXNzpXa_!!2781968334.jpg
290,whirlpool/惠而浦-WBL-MS302D,智能,48.91%,婴儿辅食,20.56%,手持,17.36%,小容量,11.68%,全自动,1.49%,http://img.alicdn.com/imgextra/i1/3122798808/TB23FYPtrSYBuNjSspiXXXNzpXa_!!3122798808.jpg
291,wik/伟嘉-电动迷你搅拌机,智能,23.41%,婴儿辅食,22.86%,手持,20.4%,小容量,20.1%,全自动,13.23%,http://img.alicdn.com/imgextra/i3/TB1iDPlHXXXXXc2XpXXXXXXXXXX_!!0-item_pic.jpg
292,wmf-04 1627 0011,智能,26.74%,婴儿辅食,22.6%,手持,19.72%,小容量,19.22%,全自动,11.73%,http://img.alicdn.com/imgextra/i1/1065550386/TB2K6DPqFXXXXXPXpXXXXXXXXXX_!!1065550386.jpg
293,wmf-04.1635.9911,智能,32.9%,婴儿辅食,21.92%,手持,18.54%,小容量,17.78%,全自动,8.86%,http://img.alicdn.com/imgextra/i2/1711140667/TB2qp8nfk7mBKNjSZFyXXbydFXa_!!1711140667.jpg
294,wmf-KULT X,智能,27.93%,婴儿辅食,22.68%,手持,19.72%,小容量,18.59%,全自动,11.08%,http://img.alicdn.com/imgextra/i2/2829060891/TB2puKKa2v85uJjSZFxXXal4XXa_!!2829060891.jpg
295,信言-AMT2516,智能,34.39%,婴儿辅食,21.9%,手持,18.73%,小容量,16.79%,全自动,8.19%,http://img.alicdn.com/imgextra/i1/2199793176/TB2jL8Ut0RopuFjSZFtXXcanpXa_!!2199793176.jpg
296,凯云-1251-3,智能,39.62%,婴儿辅食,20.29%,手持,19.65%,小容量,18.17%,全自动,2.27%,http://img.alicdn.com/imgextra/i2/2449168968/TB2Bs3kh8TH8KJjy0FiXXcRsXXa_!!2449168968.jpg
297,凯云-KY- 602,手持,23.95%,婴儿辅食,23.92%,小容量,21.67%,全自动,16.28%,智能,14.18%,http://img.alicdn.com/imgextra/i4/2449168968/TB2alaBitbJ8KJjy1zjXXaqapXa_!!2449168968.jpg
298,凯云-KY-3,手持,24.94%,小容量,22.97%,婴儿辅食,22.18%,智能,15.95%,全自动,13.96%,http://img.alicdn.com/imgextra/i3/2449168968/TB2bBITXm8YBeNkSnb4XXaevFXa_!!2449168968.jpg
299,凯云-KY-601,智能,46.3%,婴儿辅食,22.2%,手持,15.44%,小容量,13.67%,全自动,2.39%,http://img.alicdn.com/imgextra/i4/2449168968/TB2NcSDkLuSBuNkHFqDXXXfhVXa_!!2449168968.jpg
300,凯云-LM-FS501,智能,29.54%,婴儿辅食,22.27%,手持,19.31%,小容量,18.44%,全自动,10.43%,http://img.alicdn.com/imgextra/i3/722463015/TB2UMAHh4PI8KJjSspfXXcCFXXa_!!722463015.jpg
301,凯福赛-207,智能,34.26%,婴儿辅食,21.87%,手持,18.29%,小容量,17.46%,全自动,8.13%,http://img.alicdn.com/imgextra/i3/1871236471/TB2DlQngIrI8KJjy0FhXXbfnpXa_!!1871236471.jpg
302,合慧-H1,小容量,24.15%,全自动,21.79%,婴儿辅食,19.88%,手持,17.31%,智能,16.87%,http://img.alicdn.com/imgextra/i2/2336243300/TB2gPentv1TBuNjy0FjXXajyXXa_!!2336243300.jpg
303,合慧-H3,智能,33.57%,婴儿辅食,21.81%,手持,18.68%,小容量,17.5%,全自动,8.45%,http://img.alicdn.com/imgextra/i3/2336243300/TB2V_iGaVqZBuNjt_jqXXamzpXa_!!2336243300.jpg
304,合慧-HH201,智能,45.46%,婴儿辅食,22.21%,手持,15.77%,小容量,15.4%,全自动,1.16%,http://img.alicdn.com/imgextra/i1/2336243300/TB2YprAntfJ8KJjy0FeXXXKEXXa_!!2336243300.jpg
305,喜贡-HL-1878,全自动,24.07%,婴儿辅食,23.61%,小容量,21.26%,手持,19.8%,智能,11.26%,http://img.alicdn.com/imgextra/i4/2579140052/TB2vCrHpN1YBuNjy1zcXXbNcXXa_!!2579140052.jpg
306,嘉和-MB-1001,婴儿辅食,23.61%,手持,22.86%,小容量,22.73%,全自动,16.67%,智能,14.14%,http://img.alicdn.com/imgextra/i1/3299888022/TB2e0lJhAfb_uJjSsrbXXb6bVXa_!!3299888022.jpg
307,奥诺斯-ANS-F900,智能,30.35%,婴儿辅食,22.52%,手持,17.55%,小容量,16.95%,全自动,12.62%,http://img.alicdn.com/imgextra/i2/2689901711/TB2M9m3c3mTBuNjy1XbXXaMrVXa_!!2689901711.jpg
308,家必康-2160,智能,34.41%,婴儿辅食,21.85%,手持,18.25%,小容量,17.42%,全自动,8.07%,http://img.alicdn.com/imgextra/i3/1871236471/TB2aGyItAyWBuNjy0FpXXassXXa_!!1871236471.jpg
309,小太阳-TM-3S,智能,37.07%,婴儿辅食,23.5%,小容量,14.61%,手持,14.52%,全自动,10.29%,http://img.alicdn.com/imgextra/i2/1759505279/TB2euQPi_XYBeNkHFrdXXciuVXa_!!1759505279-0-item_pic.jpg
310,小太阳-TM-803T,智能,52.85%,手持,27.57%,婴儿辅食,11.25%,小容量,6.07%,全自动,2.25%,http://img.alicdn.com/imgextra/i2/1759505279/TB22ZBisL5TBuNjSspcXXbnGFXa_!!1759505279-0-item_pic.jpg
311,山雄-XZ-PB6818,智能,31.87%,婴儿辅食,22.32%,手持,18.84%,小容量,17.73%,全自动,9.24%,http://img.alicdn.com/imgextra/i3/774900760/TB24KQGo7yWBuNjy0FpXXassXXa_!!774900760.jpg
312,慧浦-CB-502,智能,44.68%,婴儿辅食,20.28%,手持,17.04%,小容量,14.43%,全自动,3.57%,http://img.alicdn.com/imgextra/i4/1082385966/TB2ThSpaGmWBuNjy1XaXXXCbXXa_!!1082385966.jpg
313,慧浦-HP-010,智能,45.9%,婴儿辅食,23.19%,小容量,13.87%,手持,12.69%,全自动,4.34%,http://img.alicdn.com/imgextra/i3/1082385966/TB27pJemhrI8KJjy0FpXXb5hVXa_!!1082385966.jpg
314,慧浦-YS-001,智能,32.46%,婴儿辅食,21.94%,手持,18.71%,小容量,17.82%,全自动,9.08%,http://img.alicdn.com/imgextra/i4/211263556/TB2050npuSSBuNjy0FlXXbBpVXa_!!211263556.jpg
315,扬子-MB-1201J2,智能,55.45%,婴儿辅食,19.46%,手持,14.75%,小容量,6.17%,全自动,4.18%,http://img.alicdn.com/imgextra/i2/2986804705/TB21qPXbv9TBuNjy1zbXXXpepXa_!!2986804705.jpg
316,朋客-SG-350B,小容量,27.83%,婴儿辅食,27.52%,手持,23.61%,全自动,20.12%,智能,0.92%,http://img.alicdn.com/imgextra/i4/444760264/TB2A.oogQZmBKNjSZPiXXXFNVXa_!!444760264.jpg
317,朋客-SG-350C,小容量,25.5%,全自动,24.88%,手持,24.55%,婴儿辅食,22.81%,智能,2.26%,http://img.alicdn.com/imgextra/i4/2130194131/TB2P50JbHsrBKNjSZFpXXcXhFXa_!!2130194131.jpg
318,朋客-SG-350D,手持,24.61%,小容量,22.56%,智能,21.76%,全自动,17.62%,婴儿辅食,13.44%,http://img.alicdn.com/imgextra/i2/2130194131/TB1P2y5a_JYBeNjy1zeXXahzVXa_!!0-item_pic.jpg
319,朋客-SG-350F,智能,33.17%,婴儿辅食,22.23%,手持,18.9%,小容量,17.24%,全自动,8.45%,http://img.alicdn.com/imgextra/i3/1671264226/TB2VxbyagKTBuNkSne1XXaJoXXa_!!1671264226.jpg
320,格明-K-06,智能,31.01%,婴儿辅食,22.21%,手持,18.74%,小容量,18.3%,全自动,9.74%,http://img.alicdn.com/imgextra/i1/2540272643/TB2oPRhc8LN8KJjSZFPXXXoLXXa_!!2540272643.jpg
321,格明-K28,智能,59.93%,婴儿辅食,19.04%,手持,10.05%,小容量,9.78%,全自动,1.2%,http://img.alicdn.com/imgextra/i1/2540272643/TB2BbD0a9CWBuNjy0FhXXb6EVXa_!!2540272643.jpg
322,欧八-欧八HL-A,智能,29.52%,婴儿辅食,22.48%,手持,19.51%,小容量,18.61%,全自动,9.89%,http://img.alicdn.com/imgextra/i2/910387439/TB2zjEanXGWBuNjy0FbXXb4sXXa_!!910387439.jpg
323,欧麦斯-P802,智能,30.94%,婴儿辅食,22.08%,手持,19.04%,小容量,18.16%,全自动,9.78%,http://img.alicdn.com/imgextra/i3/3052942911/TB27OEnlb9YBuNjy0FgXXcxcXXa_!!3052942911-0-item_pic.jpg
324,欧麦斯-P806,智能,34.92%,婴儿辅食,21.75%,手持,18.09%,小容量,17.32%,全自动,7.92%,http://img.alicdn.com/imgextra/i4/2177424324/TB2FsVcjpOWBuNjy0FiXXXFxVXa_!!2177424324-0-item_pic.jpg
325,水花-MB-1001,婴儿辅食,25.31%,小容量,24.52%,手持,22.04%,全自动,21.87%,智能,6.25%,http://img.alicdn.com/imgextra/i2/2784541229/TB2eXpZdHZnBKNjSZFKXXcGOVXa_!!2784541229.jpg
326,水花-MB-1301K13,智能,58.36%,婴儿辅食,16.79%,手持,12.17%,全自动,6.85%,小容量,5.83%,http://img.alicdn.com/imgextra/i3/676010293/TB22I.IhMaTBuNjSszfXXXgfpXa_!!676010293.jpg
327,汉宝-HB-J303,智能,55.94%,婴儿辅食,15.84%,全自动,11.93%,手持,9.77%,小容量,6.52%,http://img.alicdn.com/imgextra/i3/2201922578/TB2dRP2sQyWBuNjy0FpXXassXXa_!!2201922578.jpg
328,沃佳健-HH-1001,智能,32.02%,婴儿辅食,22.6%,手持,20.02%,小容量,18.31%,全自动,7.06%,http://img.alicdn.com/imgextra/i2/259146172/TB2LRjodrglyKJjSZFuXXaE6FXa_!!259146172.jpg
329,福菱-FL-001,婴儿辅食,24.35%,小容量,23.46%,手持,22.28%,全自动,15.69%,智能,14.21%,http://img.alicdn.com/imgextra/i1/2730653392/TB2M5RjubuWBuNjSszgXXb8jVXa_!!2730653392.jpg
330,福菱-FL1308,小容量,23.98%,手持,23.96%,婴儿辅食,22.82%,全自动,18.88%,智能,10.36%,http://img.alicdn.com/imgextra/i3/2730653392/TB2cwTKgGQoBKNjSZJnXXaw9VXa_!!2730653392.jpg
331,福菱-FL2655,智能,28.75%,婴儿辅食,22.7%,手持,17.67%,小容量,17.36%,全自动,13.52%,http://img.alicdn.com/imgextra/i2/2730653392/TB2Ff68dMmTBuNjy1XbXXaMrVXa_!!2730653392.jpg
