,brand,model,tag,target,grade,frequency
3107,panasonic/松下, mx-ss1,品牌,品牌,1,3.0
3108,panasonic/松下, mx-ss1,品牌,品牌,1,1.0
3109,panasonic/松下, mx-ss1,物流,物流,1,1.0
3110,panasonic/松下, mx-ss1,物流,物流,1,6.0
3111,panasonic/松下, mx-ss1,物流,物流,1,9.0
3112,panasonic/松下, mx-ss1,物流,物流,-1,1.0
3113,panasonic/松下, mx-ss1,物流,物流,0,1.0
3114,panasonic/松下, mx-ss1,质量,噪音,-1,1.0
3115,panasonic/松下, mx-ss1,质量,噪音,1,4.0
3116,panasonic/松下, mx-ss1,质量,噪音,-1,1.0
3117,panasonic/松下, mx-ss1,质量,噪音,1,1.0
3118,panasonic/松下, mx-ss1,质量,刀头,1,1.0
3119,panasonic/松下, mx-ss1,款式,外观,1,1.0
3120,panasonic/松下, mx-ss1,款式,外观,1,1.0
3121,panasonic/松下, mx-ss1,款式,外观,1,1.0
3122,panasonic/松下, mx-ss1,服务,店家,1,1.0
3123,panasonic/松下, mx-ss1,服务,店家,1,1.0
3124,panasonic/松下, mx-ss1,功能,西瓜汁,1,1.0
3125,panasonic/松下, mx-ss1,功能,西瓜汁,1,1.0
3126,panasonic/松下, mx-ss1,功能,米糊,1,1.0
3127,panasonic/松下, mx-ss1,功能,米糊,1,1.0
3128,panasonic/松下, mx-ss1,质量,实物,1,1.0
3129,panasonic/松下, mx-ss1,价格,价钱,1,1.0
3130,panasonic/松下, mx-ss1,价格,价钱,1,1.0
3131,panasonic/松下, mx-ss1,品牌,松下电器,1,1.0
3132,panasonic/松下, mx-ss1,功能,橙汁,1,1.0
3133,panasonic/松下, mx-ss1,质量,性能,1,1.0
3134,panasonic/松下, mx-ss1,质量,挺好,1,1.0
3135,panasonic/松下, mx-ss1,质量,挺好,1,1.0
3136,panasonic/松下, mx-ss1,质量,挺好,1,1.0
3137,panasonic/松下, mx-ss1,质量,挺好,1,1.0
3138,panasonic/松下, mx-ss1,质量,挺好,1,1.0
3139,panasonic/松下, mx-ss1,功能,蔬菜泥,1,1.0
3140,panasonic/松下, mx-ss1,功能,蔬菜泥,1,1.0
3141,panasonic/松下, mx-ss1,功能,用途,1,1.0
3142,panasonic/松下, mx-ss1,品牌,牌子,1,2.0
3143,panasonic/松下, mx-ss1,功能,转速,1,1.0
3144,panasonic/松下, mx-ss1,功能,黑芝麻,0,1.0
3145,panasonic/松下, mx-ss1,质量,划痕,1,1.0
3146,panasonic/松下, mx-ss1,服务,盒子,-1,1.0
3147,panasonic/松下, mx-ss1,品牌,正品,1,1.0
3148,panasonic/松下, mx-ss1,功能,胡萝卜,1,1.0
3149,panasonic/松下, mx-ss1,功能,食物,1,1.0
3150,panasonic/松下, mx-ss1,功能,食物,1,1.0
3151,panasonic/松下, mx-ss1,功能,食物,1,1.0
3152,panasonic/松下, mx-ss1,服务,包裹,1,2.0
3153,panasonic/松下, mx-ss1,款式,款式,1,1.0
3154,panasonic/松下, mx-ss1,款式,款式,1,1.0
3155,panasonic/松下, mx-ss1,款式,外型,1,1.0
3156,panasonic/松下, mx-ss1,功能,雪糕,1,1.0
3157,panasonic/松下, mx-ss1,服务,售后服务,1,1.0
3158,panasonic/松下, mx-ss1,功能,南瓜,1,1.0
3159,panasonic/松下, mx-ss1,功能,美食,1,1.0
3160,panasonic/松下, mx-ss1,物流,小哥,1,1.0
3161,panasonic/松下, mx-ss1,功能,玉米粒,1,1.0
3162,panasonic/松下, mx-ss1,功能,绞肉机,-1,1.0
3163,panasonic/松下, mx-ss1,使用场景,家里,1,1.0
3164,panasonic/松下, mx-ss1,质量,碎成,-1,1.0
3165,panasonic/松下, mx-ss1,适用人群,朋友,-1,1.0
3166,panasonic/松下, mx-ss1,活动,礼物,1,1.0
3167,panasonic/松下, mx-ss1,服务,口碑,1,1.0
3168,panasonic/松下, mx-ss1,功能,核桃,0,3.0
3169,panasonic/松下, mx-ss1,功能,水果汁,1,1.0
3170,panasonic/松下, mx-ss1,服务,箱子,1,1.0
3171,panasonic/松下, mx-ss1,功能,电路,-1,1.0
3172,panasonic/松下, mx-ss1,功能,出汁,1,1.0
3173,panasonic/松下, mx-ss1,功能,芒果汁,1,1.0
3174,panasonic/松下, mx-ss1,款式,外表,1,1.0
3175,panasonic/松下, mx-ss1,服务,包装,1,1.0
3176,braun/博朗, MQ745/MQ785,价格,价格,1,1.0
3177,braun/博朗, MQ745/MQ785,价格,价格,1,1.0
3178,braun/博朗, MQ745/MQ785,质量,声音,1,1.0
3179,braun/博朗, MQ745/MQ785,质量,声音,1,2.0
3180,braun/博朗, MQ745/MQ785,质量,声音,-1,1.0
3181,braun/博朗, MQ745/MQ785,品牌,博朗,1,1.0
3182,braun/博朗, MQ745/MQ785,品牌,正品,0,1.0
3183,braun/博朗, MQ745/MQ785,服务,包装,1,1.0
3184,braun/博朗, MQ745/MQ785,服务,包装,1,1.0
3185,braun/博朗, MQ745/MQ785,服务,包装,1,1.0
3186,braun/博朗, MQ745/MQ785,质量,噪音,1,2.0
3187,braun/博朗, MQ745/MQ785,质量,噪音,-1,1.0
3188,braun/博朗, MQ745/MQ785,质量,挺好,1,1.0
3189,braun/博朗, MQ745/MQ785,适用人群,宝贝,1,1.0
3190,braun/博朗, MQ745/MQ785,质量,质量,1,1.0
3191,braun/博朗, MQ745/MQ785,功能,果汁,1,1.0
3192,braun/博朗, MQ745/MQ785,款式,塑料,-1,1.0
3193,braun/博朗, MQ745/MQ785,服务,箱子,1,1.0
3194,braun/博朗, MQ745/MQ785,物流,小哥,0,1.0
3195,braun/博朗, MQ745/MQ785,价格,性价比,1,1.0
3196,braun/博朗, MQ745/MQ785,服务,客户,1,1.0
3197,braun/博朗, MQ745/MQ785,活动,套装,1,1.0
3198,panasonic/松下, MX-ZX1800,质量,声音,-1,1.0
3199,panasonic/松下, MX-ZX1800,质量,声音,1,1.0
3200,panasonic/松下, MX-ZX1800,功能,功能,1,1.0
3201,panasonic/松下, MX-ZX1800,质量,沉淀物,-1,1.0
3202,joyoung/九阳, JYL-Y15,质量,声音,1,1.0
3203,joyoung/九阳, JYL-Y15,品牌,正品,1,1.0
3204,joyoung/九阳, JYL-Y15,服务,店主人,1,1.0
3205,joyoung/九阳, JYL-Y15,适用人群,老板,1,1.0
3206,joyoung/九阳, JYL-Y15,服务,态度,1,1.0
3207,joyoung/九阳, JYL-Y15,功能,豆浆,1,1.0
3208,joyoung/九阳, JYL-Y15,功能,功能,1,1.0
3209,joyoung/九阳, JYL-Y15,价格,价格,1,1.0
3210,joyoung/九阳, JYL-Y15,适用人群,宝贝,1,1.0
3211,joyoung/九阳, JYL-Y15,质量,质量,1,1.0
3212,joyoung/九阳, JYL-Y15,质量,质量,1,1.0
3213,joyoung/九阳, JYL-Y15,功能,豆浆,1,1.0
3214,joyoung/九阳, JYL-Y15,功能,豆浆,1,1.0
3215,joyoung/九阳, JYL-Y15,质量,挺好,1,1.0
3216,joyoung/九阳, JYL-Y15,服务,发票,1,1.0
3217,joyoung/九阳, JYL-Y15,质量,质量,1,3.0
3218,joyoung/九阳, JYL-Y15,质量,质量,1,1.0
3219,joyoung/九阳, JYL-Y15,物流,物流,1,2.0
3220,joyoung/九阳, JYL-Y15,价格,价钱,1,4.0
3221,joyoung/九阳, JYL-Y15,价格,价钱,1,2.0
3222,joyoung/九阳, JYL-Y15,服务,态度,1,2.0
3223,joyoung/九阳, JYL-Y15,质量,声音,1,3.0
3224,joyoung/九阳, JYL-Y15,质量,声音,1,1.0
3225,joyoung/九阳, JYL-Y15,质量,声音,0,1.0
3226,joyoung/九阳, JYL-Y15,质量,挺好,1,1.0
3227,joyoung/九阳, JYL-Y15,适用人群,宝贝,1,2.0
3228,joyoung/九阳, JYL-Y15,适用人群,宝贝,1,1.0
3229,joyoung/九阳, JYL-Y15,服务,掌柜的,1,1.0
3230,joyoung/九阳, JYL-Y15,价格,价格,0,1.0
3231,joyoung/九阳, JYL-Y15,价格,价格,1,1.0
3232,joyoung/九阳, JYL-Y15,服务,卖家,1,1.0
3233,joyoung/九阳, JYL-Y15,服务,包装,1,1.0
3234,joyoung/九阳, JYL-Y15,质量,噪音,1,1.0
3235,joyoung/九阳, JYL-Y15,价格,价位,1,1.0
3236,joyoung/九阳, JYL-Y15,服务,服务态度,1,1.0
3237,joyoung/九阳, JYL-Y15,服务,服务态度,1,1.0
3238,joyoung/九阳, JYL-Y15,功能,豆浆,1,2.0
3239,joyoung/九阳, JYL-Y15,功能,豆浆,1,1.0
3240,joyoung/九阳, JYL-Y15,功能,豆浆,1,1.0
3241,joyoung/九阳, JYL-Y15,品牌,正品,1,1.0
3242,joyoung/九阳, JYL-Y15,适用人群,老板,1,1.0
3243,joyoung/九阳, JYL-Y15,适用人群,老板,1,1.0
3244,joyoung/九阳, JYL-Y15,适用人群,二老,1,1.0
3245,braun/博朗, MQ705,品牌,牌子,1,1.0
3246,panasonic/松下, MK-F800,质量,声音,1,1.0
3247,panasonic/松下, MK-F800,质量,质量,1,2.0
3248,panasonic/松下, MK-F800,质量,质量,1,1.0
3249,panasonic/松下, MK-F800,质量,质量,0,1.0
3250,panasonic/松下, MK-F800,质量,质量,1,1.0
3251,panasonic/松下, MK-F800,质量,质量,1,1.0
3252,panasonic/松下, MK-F800,服务,包装,1,1.0
3253,panasonic/松下, MK-F800,价格,价格,1,1.0
3254,panasonic/松下, MK-F800,价格,性价比,1,1.0
3255,panasonic/松下, MK-F800,服务,服务态度,1,1.0
3256,panasonic/松下, MK-F800,款式,款式,1,1.0
3257,panasonic/松下, MK-F800,物流,物流,1,1.0
3258,philips/飞利浦, hr2874,适用人群,宝贝,1,2.0
3259,philips/飞利浦, hr2874,服务,服务态度,1,1.0
3260,philips/飞利浦, hr2874,服务,包装,-1,1.0
3261,philips/飞利浦, hr2874,服务,客服,1,1.0
3262,philips/飞利浦, hr2874,服务,钢琴,1,1.0
3263,philips/飞利浦, hr2874,价格,价钱,1,1.0
3264,philips/飞利浦, hr2874,质量,噪音,1,1.0
3265,philips/飞利浦, hr2874,质量,噪音,1,1.0
3266,philips/飞利浦, hr2874,服务,卖家,1,1.0
3267,philips/飞利浦, hr2874,品牌,牌子,1,1.0
3268,philips/飞利浦, hr2874,服务,店家,1,1.0
3269,philips/飞利浦, hr2874,物流,天天快递,0,1.0
3270,philips/飞利浦, hr2874,功能,榨汁,1,1.0
3271,philips/飞利浦, hr2874,价格,价钱,1,1.0
3272,philips/飞利浦, hr2874,价格,性价比,0,1.0
3273,philips/飞利浦, hr2874,品牌,正品,1,1.0
3274,jese/洁氏,JS-100G,质量,质量,-1,1.0
3275,jese/洁氏,JS-100G,质量,质量,1,1.0
3276,panasonic/松下, MK-GH1,服务,包装,1,1.0
3277,嘉和,MB-1001,款式,外观,1,1.0
3278,嘉和,MB-1001,质量,声音,1,12.0
3279,嘉和,MB-1001,质量,声音,0,1.0
3280,嘉和,MB-1001,质量,声音,1,1.0
3281,嘉和,MB-1001,质量,声音,-1,4.0
3282,嘉和,MB-1001,质量,声音,1,2.0
3283,嘉和,MB-1001,质量,声音,1,3.0
3284,嘉和,MB-1001,质量,声音,-1,3.0
3285,嘉和,MB-1001,质量,声音,-1,2.0
3286,嘉和,MB-1001,质量,声音,-1,1.0
3287,嘉和,MB-1001,质量,声音,1,1.0
3288,嘉和,MB-1001,适用人群,宝贝,1,9.0
3289,嘉和,MB-1001,适用人群,宝贝,1,1.0
3290,嘉和,MB-1001,适用人群,宝贝,1,2.0
3291,嘉和,MB-1001,适用人群,宝贝,1,4.0
3292,嘉和,MB-1001,适用人群,宝贝,1,2.0
3293,嘉和,MB-1001,适用人群,宝贝,1,1.0
3294,嘉和,MB-1001,适用人群,宝贝,1,1.0
3295,嘉和,MB-1001,质量,挺好,-1,1.0
3296,嘉和,MB-1001,质量,挺好,1,1.0
3297,嘉和,MB-1001,质量,挺好,1,1.0
3298,嘉和,MB-1001,服务,好评,1,2.0
3299,嘉和,MB-1001,价格,价钱,1,1.0
3300,嘉和,MB-1001,价格,价钱,1,1.0
3301,嘉和,MB-1001,价格,价格,1,6.0
3302,嘉和,MB-1001,价格,价格,1,3.0
3303,嘉和,MB-1001,价格,价格,1,1.0
3304,嘉和,MB-1001,价格,价格,1,1.0
3305,嘉和,MB-1001,价格,价格,1,2.0
3306,嘉和,MB-1001,价格,价格,1,1.0
3307,嘉和,MB-1001,价格,价格,1,1.0
3308,嘉和,MB-1001,服务,包装,1,3.0
3309,嘉和,MB-1001,服务,包装,1,1.0
3310,嘉和,MB-1001,服务,包装,1,1.0
3311,嘉和,MB-1001,服务,包装,1,4.0
3312,嘉和,MB-1001,服务,包装,1,1.0
3313,嘉和,MB-1001,服务,包装,1,1.0
3314,嘉和,MB-1001,物流,物流,1,9.0
3315,嘉和,MB-1001,物流,物流,1,5.0
3316,嘉和,MB-1001,物流,物流,1,1.0
3317,嘉和,MB-1001,物流,物流,1,1.0
3318,嘉和,MB-1001,质量,噪音,-1,1.0
3319,嘉和,MB-1001,质量,质量,1,5.0
3320,嘉和,MB-1001,质量,质量,1,14.0
3321,嘉和,MB-1001,质量,质量,1,16.0
3322,嘉和,MB-1001,质量,质量,1,1.0
3323,嘉和,MB-1001,质量,质量,1,1.0
3324,嘉和,MB-1001,功能,榨汁,1,2.0
3325,嘉和,MB-1001,功能,榨汁,1,1.0
3326,嘉和,MB-1001,功能,榨汁,1,1.0
3327,嘉和,MB-1001,服务,服务态度,1,3.0
3328,嘉和,MB-1001,服务,服务态度,1,2.0
3329,嘉和,MB-1001,服务,服务态度,1,3.0
3330,嘉和,MB-1001,服务,服务态度,1,1.0
3331,嘉和,MB-1001,功能,功能,1,2.0
3332,嘉和,MB-1001,功能,功能,1,2.0
3333,嘉和,MB-1001,功能,功能,1,1.0
3334,嘉和,MB-1001,服务,卖家,1,1.0
3335,嘉和,MB-1001,质量,底座,-1,1.0
3336,嘉和,MB-1001,服务,客服,1,2.0
3337,嘉和,MB-1001,价格,性价比,1,2.0
3338,嘉和,MB-1001,价格,性价比,1,4.0
3339,嘉和,MB-1001,价格,性价比,0,2.0
3340,嘉和,MB-1001,款式,颜色,1,1.0
3341,嘉和,MB-1001,款式,颜色,1,1.0
3342,嘉和,MB-1001,款式,颜色,1,1.0
3343,嘉和,MB-1001,功能,豆浆,1,1.0
3344,嘉和,MB-1001,功能,果汁,1,1.0
3345,嘉和,MB-1001,功能,果汁,1,1.0
3346,嘉和,MB-1001,功能,果汁,1,1.0
3347,嘉和,MB-1001,功能,果汁,1,1.0
3348,嘉和,MB-1001,功能,果汁,1,1.0
3349,嘉和,MB-1001,功能,果汁,1,1.0
3350,嘉和,MB-1001,功能,榨汁机,1,1.0
3351,嘉和,MB-1001,功能,榨汁机,1,1.0
3352,嘉和,MB-1001,功能,榨汁机,1,1.0
3353,嘉和,MB-1001,服务,态度,1,3.0
3354,嘉和,MB-1001,服务,态度,1,5.0
3355,嘉和,MB-1001,服务,态度,1,2.0
3356,嘉和,MB-1001,价格,价位,1,1.0
3357,嘉和,MB-1001,功能,绞肉,1,1.0
3358,嘉和,MB-1001,功能,绞肉,1,1.0
3359,嘉和,MB-1001,功能,绞肉,1,1.0
3360,嘉和,MB-1001,功能,速度快,1,1.0
3361,嘉和,MB-1001,功能,水果汁,1,1.0
3362,嘉和,MB-1001,功能,芝麻,0,1.0
3363,嘉和,MB-1001,功能,水温,-1,1.0
3364,嘉和,MB-1001,功能,滤渣,1,1.0
3365,嘉和,MB-1001,品牌,美的,1,1.0
3366,嘉和,MB-1001,质量,宝物,0,1.0
3367,嘉和,MB-1001,质量,性能,1,1.0
3368,嘉和,MB-1001,功能,便利性,0,1.0
3369,嘉和,MB-1001,功能,辅食,1,1.0
3370,嘉和,MB-1001,功能,辅食,1,1.0
3371,嘉和,MB-1001,质量,物美,1,1.0
3372,嘉和,MB-1001,功能,转速,1,1.0
3373,嘉和,MB-1001,功能,转速,-1,1.0
3374,嘉和,MB-1001,款式,黑色,0,1.0
3375,嘉和,MB-1001,功能,小米,1,1.0
3376,嘉和,MB-1001,功能,零食,1,1.0
3377,嘉和,MB-1001,功能,肉松,1,1.0
3378,嘉和,MB-1001,功能,鸡肉,0,1.0
3379,嘉和,MB-1001,使用场景,家里,1,1.0
3380,嘉和,MB-1001,功能,渣渣,1,1.0
3381,嘉和,MB-1001,活动,大礼包,1,1.0
3382,嘉和,MB-1001,服务,包装盒,-1,1.0
3383,嘉和,MB-1001,服务,淘宝,1,1.0
3384,嘉和,MB-1001,质量,盖子,1,1.0
3385,嘉和,MB-1001,功能,搅碎,1,1.0
3386,嘉和,MB-1001,功能,很给力,1,1.0
3387,嘉和,MB-1001,使用场景,家庭,1,1.0
3388,嘉和,MB-1001,适用人群,孩子们,1,1.0
3389,嘉和,MB-1001,服务,包裹,1,1.0
3390,嘉和,MB-1001,功能,搅拌机,1,1.0
3391,嘉和,MB-1001,质量,马力足,1,1.0
3392,嘉和,MB-1001,功能,食物,1,1.0
3393,嘉和,MB-1001,质量,实用性,1,1.0
3394,嘉和,MB-1001,质量,开关,-1,1.0
3395,嘉和,MB-1001,活动,食谱,1,1.0
3396,嘉和,MB-1001,款式,体积,1,1.0
3397,supor/苏泊尔,SJ609B-300,款式,很漂亮,1,1.0
3398,supor/苏泊尔,SJ609B-300,质量,质量,1,1.0
3399,bear/小熊,LLJ-A12W8,款式,颜色,1,1.0
3400,bear/小熊,LLJ-A12W8,质量,声音,1,1.0
3401,panasonic/松下, MX-XC501,质量,玻璃,1,1.0
3402,panasonic/松下, MX-XC501,价格,价格,1,1.0
3403,lotek/乐泰,HB-103SC,服务,态度,1,1.0
3404,aux/奥克斯,HX-401G,质量,质量,1,1.0
3405,fxunshi/华迅仕,MD-8500A,价格,性价比,0,1.0
3406,midea/美的, 美的破壁机,质量,质量,-1,1.0
3407,midea/美的, 美的破壁机,质量,声音,1,1.0
3408,midea/美的, 美的破壁机,功能,果汁,1,1.0
3409,midea/美的, 美的破壁机,适用人群,宝贝,1,1.0
3410,midea/美的, 美的破壁机,适用人群,老人,1,1.0
3411,midea/美的, 美的破壁机,款式,金额,1,1.0
3412,midea/美的, 美的破壁机,价格,价格,1,1.0
3413,midea/美的, 美的破壁机,质量,挺好,1,1.0
3414,bosch/博世,MUMXL10T,质量,划痕,1,1.0
3415,bosch/博世,MUMXL10T,适用人群,妈妈,1,3.0
3416,philips/飞利浦, HR1609,质量,声音,-1,1.0
3417,kitchenaid,6QT,款式,粉色,1,1.0
3418,kitchenaid,6QT,质量,噪音,-1,1.0
3419,kitchenaid,6QT,款式,颜色,1,1.0
3420,kitchenaid,5KSB1585C,款式,颜值,1,1.0
3421,kitchenaid,5KSB1585C,质量,声音,1,1.0
3422,kitchenaid,5KSB1585C,质量,质量,-1,1.0
3423,kitchenaid,5KSB1585C,适用人群,宝贝,1,1.0
3424,kitchenaid,5KSB1585C,功能,西瓜汁,1,1.0
3425,kitchenaid,5KSB1585C,款式,外观,1,1.0
3426,kitchenaid,5KSB1585C,服务,卖家,1,1.0
3427,kitchenaid,5KSB1585C,服务,卖家,1,1.0
3428,kitchenaid,5KSB1585C,质量,噪音,1,1.0
3429,panasonic/松下, MX-XC701,质量,声音,-1,1.0
3430,panasonic/松下, MX-XC701,款式,大小,1,1.0
3431,hamilton beach/汉美驰,51126-CN,服务,服务态度,1,1.0
3432,小太阳,TM-3S,质量,声音,-1,1.0
3433,小太阳,TM-3S,质量,质量,1,1.0
3434,joyoung/九阳, JYL-C010,质量,噪音,0,1.0
3435,joyoung/九阳, JYL-C010,物流,物流,1,1.0
3436,joyoung/九阳, JYL-C010,物流,物流,1,1.0
3437,joyoung/九阳, JYL-C010,服务,服务态度,-1,1.0
3438,joyoung/九阳, JYL-C010,质量,语法,1,1.0
3439,joyoung/九阳, JYL-C010,适用人群,宝贝,1,2.0
3440,joyoung/九阳, JYL-C010,服务,态度,1,1.0
3441,joyoung/九阳, JYL-C010,服务,服务态度,1,3.0
3442,joyoung/九阳, JYL-C010,功能,榨汁机,0,1.0
3443,joyoung/九阳, JYL-C010,功能,干豆,1,1.0
3444,joyoung/九阳, JYL-C010,质量,质量,0,1.0
3445,joyoung/九阳, JYL-C010,服务,包装,1,1.0
3446,joyoung/九阳, JYL-C010,服务,包装,1,1.0
3447,joyoung/九阳, JYL-C010,质量,物美,1,1.0
3448,joyoung/九阳, JYL-C010,物流,物流,1,1.0
3449,joyoung/九阳, JYL-C010,功能,功能,1,1.0
3450,joyoung/九阳, JYL-C010,适用人群,老板,1,1.0
3451,joyoung/九阳, JYL-C010,质量,声音,1,1.0
3452,tescom,TMV1500,服务,客服,1,1.0
3453,tescom,TMV1500,质量,声音,1,1.0
3454,tescom,TMV1500,质量,声音,1,1.0
3455,tescom,TMV1500,服务,包装,1,1.0
3456,tescom,TMV1500,服务,包装,1,1.0
3457,tescom,TMV1500,功能,果汁,1,1.0
3458,tescom,TMV1500,功能,果汁,1,1.0
3459,tescom,TMV1500,价格,价格,1,1.0
3460,tescom,TMV1500,功能,木瓜牛奶,1,1.0
3461,tescom,TMV1500,品牌,冰箱,1,1.0
3462,tescom,TMV1500,款式,颜值,1,1.0
3463,tescom,TMV1500,服务,态度,1,1.0
3464,tescom,TMV1500,功能,苹果,1,1.0
3465,tescom,TMV1500,服务,真空杯,1,1.0
3466,凯云,1251-3,功能,转速,1,1.0
3467,凯云,1251-3,质量,噪音,1,1.0
3468,凯云,1251-3,质量,声音,1,1.0
3469,奥斯汀,AKM6220,功能,吐司,1,1.0
3470,kenwood/建伍,KM336,物流,物流,-1,1.0
3471,kenwood/建伍,KM336,适用人群,宝贝,1,1.0
3472,bear/小熊,JBQ-D05A1,质量,质量,1,1.0
3473,bear/小熊,JBQ-D05A1,功能,功能,1,1.0
3474,金正, D30,质量,声音,1,1.0
3475,金正, D30,品牌,商家,1,1.0
3476,kenwood/建伍,SMP060SI,价格,性价比,0,1.0
3477,kenwood/建伍,SMP060SI,质量,噪音,1,1.0
3478,german pool/德国宝,PRO-10,物流,物流,1,1.0
3479,小太阳,TM-767II,质量,挺好,1,1.0
3480,小太阳,TM-767II,质量,声音,0,2.0
3481,小太阳,TM-767II,质量,声音,-1,1.0
3482,小太阳,TM-767II,服务,态度,1,1.0
3483,小太阳,TM-767II,价格,价格,1,1.0
3484,小太阳,TM-767II,服务,包装,1,1.0
3485,小太阳,TM-767II,质量,质量,1,2.0
3486,小太阳,TM-767II,质量,质量,1,3.0
3487,小太阳,TM-767II,质量,质量,1,1.0
3488,小太阳,TM-767II,款式,外观,1,1.0
3489,小太阳,TM-767II,价格,性价比,1,1.0
3490,小太阳,TM-767II,款式,款式,1,1.0
3491,小太阳,TM-767II,价格,物超所值,1,1.0
3492,bear/小熊,QSJ-B02X5,质量,声音,-1,3.0
3493,bear/小熊,QSJ-B02X5,质量,声音,-1,4.0
3494,bear/小熊,QSJ-B02X5,质量,声音,1,6.0
3495,bear/小熊,QSJ-B02X5,物流,物流,1,1.0
3496,bear/小熊,QSJ-B02X5,质量,质量,1,4.0
3497,bear/小熊,QSJ-B02X5,质量,质量,1,4.0
3498,bear/小熊,QSJ-B02X5,质量,质量,1,2.0
3499,bear/小熊,QSJ-B02X5,适用人群,宝贝,1,1.0
3500,bear/小熊,QSJ-B02X5,功能,水果,1,1.0
3501,bear/小熊,QSJ-B02X5,功能,双刀,1,1.0
3502,bear/小熊,QSJ-B02X5,质量,挺好,1,1.0
3503,bear/小熊,QSJ-B02X5,质量,挺好,1,1.0
3504,bear/小熊,QSJ-B02X5,款式,外形,1,1.0
3505,bear/小熊,QSJ-B02X5,款式,外形,1,1.0
3506,bear/小熊,QSJ-B02X5,价格,价格,1,1.0
3507,bear/小熊,QSJ-B02X5,价格,性价比,1,1.0
3508,bear/小熊,QSJ-B02X5,价格,性价比,1,1.0
3509,bear/小熊,QSJ-B02X5,价格,性价比,1,2.0
3510,bear/小熊,QSJ-B02X5,质量,噪音,1,3.0
3511,bear/小熊,QSJ-B02X5,服务,态度,1,1.0
3512,bear/小熊,QSJ-B02X5,款式,颜值,1,2.0
3513,bear/小熊,QSJ-B02X5,服务,服务态度,1,3.0
3514,bear/小熊,QSJ-B02X5,质量,玻璃,1,2.0
3515,bear/小熊,QSJ-B02X5,质量,玻璃,1,1.0
3516,bear/小熊,QSJ-B02X5,服务,包装,1,3.0
3517,bear/小熊,QSJ-B02X5,服务,包装,1,1.0
3518,bear/小熊,QSJ-B02X5,服务,包装,1,3.0
3519,bear/小熊,QSJ-B02X5,服务,包装,1,1.0
3520,bear/小熊,QSJ-B02X5,功能,苹果泥,1,1.0
3521,bear/小熊,QSJ-B02X5,款式,颜色,1,1.0
3522,bear/小熊,QSJ-B02X5,款式,颜色,1,1.0
3523,bear/小熊,QSJ-B02X5,款式,颜色,1,2.0
3524,bear/小熊,QSJ-B02X5,款式,颜色,1,1.0
3525,bear/小熊,QSJ-B02X5,服务,果泥,1,1.0
3526,bear/小熊,QSJ-B02X5,服务,果泥,1,1.0
3527,bear/小熊,QSJ-B02X5,功能,食物,-1,1.0
3528,bear/小熊,QSJ-B02X5,功能,辅食,1,2.0
3529,bear/小熊,QSJ-B02X5,服务,客服,1,1.0
3530,bear/小熊,QSJ-B02X5,款式,机身,1,1.0
3531,bear/小熊,QSJ-B02X5,款式,外观设计,1,1.0
3532,bear/小熊,QSJ-B02X5,功能,功能,1,1.0
3533,bear/小熊,QSJ-B02X5,质量,不锈钢,1,1.0
3534,bear/小熊,QSJ-B02X5,质量,密封条,1,1.0
3535,bear/小熊,QSJ-B02X5,功能,蔬菜,1,1.0
3536,bear/小熊,QSJ-B02X5,款式,外表,1,1.0
3537,bear/小熊,QSJ-B02X5,功能,肉肉,1,1.0
3538,bear/小熊,QSJ-B02X5,品牌,牌子,-1,1.0
3539,bear/小熊,QSJ-B02X5,品牌,牌子,1,1.0
3540,bear/小熊,QSJ-B02X5,功能,核桃,1,1.0
3541,bear/小熊,QSJ-B02X5,质量,把手,1,1.0
3542,bear/小熊,QSJ-B02X5,价格,比价,1,1.0
3543,bear/小熊,QSJ-B02X5,功能,绞肉机,1,1.0
3544,bear/小熊,QSJ-B02X5,功能,饭菜,1,1.0
3545,bear/小熊,QSJ-B02X5,质量,声音,-1,1.0
3546,bear/小熊,QSJ-B02X5,质量,声音,-1,3.0
3547,bear/小熊,QSJ-B02X5,质量,声音,1,1.0
3548,bear/小熊,QSJ-B02X5,质量,声音,1,2.0
3549,bear/小熊,QSJ-B02X5,质量,声音,1,1.0
3550,bear/小熊,QSJ-B02X5,质量,质量,1,3.0
3551,bear/小熊,QSJ-B02X5,服务,态度,1,2.0
3552,bear/小熊,QSJ-B02X5,服务,态度,1,1.0
3553,bear/小熊,QSJ-B02X5,服务,包装,-1,1.0
3554,bear/小熊,QSJ-B02X5,服务,包装,1,2.0
3555,bear/小熊,QSJ-B02X5,服务,包装,1,1.0
3556,bear/小熊,QSJ-B02X5,功能,食物,1,1.0
3557,bear/小熊,QSJ-B02X5,款式,颜色,-1,1.0
3558,bear/小熊,QSJ-B02X5,款式,颜值,1,2.0
3559,bear/小熊,QSJ-B02X5,适用人群,宝贝,1,1.0
3560,bear/小熊,QSJ-B02X5,适用人群,宝贝,1,1.0
3561,bear/小熊,QSJ-B02X5,物流,物流,1,1.0
3562,bear/小熊,QSJ-B02X5,功能,辅食,-1,1.0
3563,bear/小熊,QSJ-B02X5,价格,性价比,1,1.0
3564,bear/小熊,QSJ-B02X5,功能,搅碎,1,1.0
3565,bear/小熊,QSJ-B02X5,款式,外形,1,1.0
3566,bear/小熊,QSJ-B02X5,质量,刀头,1,1.0
3567,bear/小熊,QSJ-B02X5,质量,刀子,-1,1.0
3568,bear/小熊,QSJ-B02X5,款式,手感,1,1.0
